School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking,OppSeasonRanking,RankDiff,OppPassCmp,OppPassAtt,OppPassPct,OppPassYds,OppPassTD,OppRushAtt,OppRushYds,OppRushAvg,OppRushTD,OppXPM,OppXPA,OppXPPercent,OppFGM,OppFGA,OppFGPercent,OppKickPts,OppFum,OppInt,OppTotalTO
Temple,Penn State,2015-09-05,2015-16,1,0,27,10,37,W,17,Regular,1,18.6,32.8,58.65000000000001,231.3,1.4,35.3,145.8,4.0600000000000005,1.6,3.1,3.1,100.0,1.9,2.3,89.33,8.8,0.5,0.6,1.1,22.857142857142858,26.0,-3.1428571428571423,16.636363636363637,31.272727272727273,52.618181818181824,219.0909090909091,1.7272727272727273,32.09090909090909,116.9090909090909,3.5999999999999996,0.8181818181818182,2.1818181818181817,2.5454545454545454,91.81818181818181,1.6363636363636365,1.9090909090909092,90.15454545454546,7.090909090909091,1.0,0.36363636363636365,1.3636363636363635
Southern Mississippi,Mississippi State,2015-09-05,2015-16,1,0,16,34,50,L,-18,Regular,1,25.444444444444443,40.55555555555556,63.71111111111111,359.1111111111111,2.5555555555555554,35.22222222222222,152.44444444444446,4.0888888888888895,2.2222222222222223,4.666666666666667,5.0,93.67777777777778,1.3333333333333333,2.0,64.8111111111111,8.666666666666666,0.8888888888888888,1.0,1.8888888888888888,26.0,22.8,3.1999999999999993,26.7,39.5,67.33,305.7,2.5,31.3,132.0,4.15,1.3,4.0,4.1,98.57000000000001,1.2,1.5,81.67,7.6,1.0,0.3,1.3
Nebraska,Brigham Young,2015-09-05,2015-16,1,0,28,33,61,L,-5,Regular,1,19.692307692307693,35.23076923076923,56.43076923076924,266.9230769230769,2.076923076923077,38.15384615384615,180.0,4.676923076923077,1.8461538461538463,3.3846153846153846,3.5384615384615383,96.92307692307692,1.6153846153846154,2.076923076923077,79.85384615384615,8.23076923076923,0.46153846153846156,1.6153846153846154,2.076923076923077,26.0,22.0,4.0,25.0,42.0,59.760000000000005,307.9,2.0,31.0,121.6,3.8199999999999994,2.0,3.7,4.0,91.9,1.4,1.7,86.0,7.9,0.8,1.0,1.8
Florida State,Texas State,2015-09-05,2015-16,1,0,59,16,75,W,43,Regular,1,20.083333333333332,30.916666666666668,64.625,244.0,1.6666666666666667,33.5,180.91666666666666,5.316666666666666,2.1666666666666665,3.8333333333333335,3.8333333333333335,100.0,1.6666666666666667,2.0,83.33333333333333,8.833333333333334,0.4166666666666667,0.4166666666666667,0.8333333333333334,10.6,26.0,-15.4,20.77777777777778,36.22222222222222,56.45555555555555,215.44444444444446,1.2222222222222223,39.0,186.66666666666666,4.855555555555555,1.4444444444444444,2.2222222222222223,2.6666666666666665,83.88888888888889,1.2222222222222223,1.8888888888888888,68.52222222222223,5.888888888888889,0.4444444444444444,1.1111111111111112,1.5555555555555556
Northern Illinois,Nevada-Las Vegas,2015-09-05,2015-16,1,0,38,30,68,W,8,Regular,1,17.7,28.3,61.589999999999996,220.6,1.5,47.8,216.3,4.58,2.7,3.9,4.1,97.5,1.4,1.8,71.67,8.1,1.1,0.7,1.8,26.0,26.0,0.0,18.25,32.125,58.412499999999994,254.625,2.0,42.625,222.25,5.0625,2.125,4.5,4.625,95.8375,1.375,2.0,64.5875,8.625,0.125,1.0,1.125
Arkansas,Texas-El Paso,2015-09-05,2015-16,1,0,48,13,61,W,35,Regular,1,19.0,28.714285714285715,64.84285714285714,279.42857142857144,3.4285714285714284,40.42857142857143,206.57142857142858,5.014285714285713,1.8571428571428572,4.714285714285714,4.714285714285714,100.0,1.0,1.5714285714285714,64.28571428571429,7.714285714285714,0.2857142857142857,0.42857142857142855,0.7142857142857143,19.0,26.0,-7.0,17.444444444444443,31.666666666666668,56.41111111111111,198.11111111111111,1.4444444444444444,37.111111111111114,140.0,3.688888888888889,0.4444444444444444,1.6666666666666667,1.7777777777777777,88.88888888888889,1.6666666666666667,2.0,88.9,6.666666666666667,0.6666666666666666,0.5555555555555556,1.2222222222222223
Eastern Michigan,Old Dominion,2015-09-05,2015-16,1,0,34,38,72,L,-4,Regular,1,20.4,33.6,60.23,216.2,1.3,36.0,166.5,4.65,1.9,2.9,2.9,100.0,1.1,1.7,58.33,6.2,0.7,1.3,2.0,26.0,26.0,0.0,21.666666666666668,38.333333333333336,56.28888888888889,249.88888888888889,2.0,35.111111111111114,177.55555555555554,4.888888888888889,1.6666666666666667,3.111111111111111,3.3333333333333335,85.1888888888889,1.3333333333333333,1.7777777777777777,77.77777777777777,7.111111111111111,0.6666666666666666,0.5555555555555556,1.2222222222222223
Marshall,Purdue,2015-09-06,2015-16,1,0,41,31,72,W,10,Regular,1,21.727272727272727,36.27272727272727,59.58181818181817,240.27272727272728,2.0,37.27272727272727,172.36363636363637,4.554545454545455,1.5454545454545454,4.0,4.0,100.0,1.3636363636363635,2.090909090909091,78.7909090909091,8.090909090909092,0.9090909090909091,0.9090909090909091,1.8181818181818181,26.0,26.0,0.0,24.166666666666668,41.666666666666664,57.300000000000004,264.0,1.5,37.833333333333336,144.33333333333334,3.75,1.6666666666666667,3.3333333333333335,3.3333333333333335,100.0,0.8333333333333334,1.8333333333333333,47.21666666666667,5.833333333333333,0.6666666666666666,1.3333333333333333,2.0
Virginia Tech,Ohio State,2015-09-07,2015-16,1,0,24,42,66,L,-18,Regular,1,16.90909090909091,29.727272727272727,57.1909090909091,221.27272727272728,1.8181818181818181,42.36363636363637,147.0,3.4181818181818184,1.1818181818181819,3.0,3.090909090909091,96.97272727272728,1.9090909090909092,2.6363636363636362,65.15454545454546,8.727272727272727,0.5454545454545454,1.1818181818181819,1.7272727272727273,26.0,26.0,0.0,16.555555555555557,26.77777777777778,61.833333333333336,204.11111111111111,1.4444444444444444,42.44444444444444,240.88888888888889,5.844444444444445,2.7777777777777777,4.666666666666667,4.666666666666667,100.0,0.7777777777777778,1.3333333333333333,51.855555555555554,7.0,0.8888888888888888,0.8888888888888888,1.7777777777777777
Western Kentucky,Louisiana Tech,2015-09-10,2015-16,1,0,41,38,79,W,3,Regular,2,29.75,41.375,72.3375,409.75,3.5,35.25,169.75,4.800000000000001,2.375,5.75,5.75,100.0,1.875,2.0,87.5,11.375,0.5,0.875,1.375,26.0,26.0,0.0,23.2,37.9,61.53000000000001,312.6,1.9,32.8,157.6,4.619999999999999,2.1,4.4,4.4,100.0,1.6,2.0,79.67,9.2,0.9,1.1,2.0
Florida Atlantic,Miami (FL),2015-09-11,2015-16,1,0,20,44,64,L,-24,Regular,2,16.5,31.1,53.379999999999995,202.2,1.0,41.5,180.8,4.35,1.4,2.5,2.5,100.0,1.7,2.5,63.839999999999996,7.6,0.7,0.8,1.5,26.0,26.0,0.0,22.1,35.4,63.23999999999999,310.6,1.5,33.9,118.6,3.3800000000000003,1.5,3.2,3.2,100.0,2.4,2.9,80.17,10.4,0.2,0.4,0.6
Rutgers,Washington State,2015-09-12,2015-16,1,0,34,37,71,L,-3,Regular,2,16.2,27.9,56.84000000000001,198.6,1.5,39.1,170.5,4.3100000000000005,1.3,2.6,2.9,93.34,1.1,1.5,65.0,5.9,0.4,1.0,1.4,26.0,21.5,4.5,39.25,57.083333333333336,69.06666666666668,397.0,3.25,22.416666666666668,79.91666666666667,3.5333333333333337,0.6666666666666666,3.9166666666666665,3.9166666666666665,100.0,1.5,2.0,75.0,8.416666666666666,1.0,1.0,2.0
Southern Methodist,North Texas,2015-09-12,2015-16,1,0,31,13,44,W,18,Regular,2,17.75,32.5,54.975,242.875,1.75,39.875,158.5,3.8375000000000004,1.875,3.625,3.625,100.0,1.0,1.375,68.75,6.625,1.25,0.625,1.875,26.0,26.0,0.0,14.875,32.5,46.3,155.75,0.625,37.75,181.375,4.887499999999999,0.875,1.875,1.875,100.0,1.125,1.75,52.0875,5.25,1.125,1.125,2.25
South Carolina,Kentucky,2015-09-12,2015-16,1,0,22,26,48,L,-4,Regular,2,16.333333333333332,30.22222222222222,53.25555555555555,212.11111111111111,1.4444444444444444,37.44444444444444,167.55555555555554,4.388888888888888,0.7777777777777778,1.7777777777777777,1.7777777777777777,100.0,2.111111111111111,3.0,68.52222222222223,8.11111111111111,0.3333333333333333,0.7777777777777778,1.1111111111111112,26.0,26.0,0.0,19.666666666666668,35.666666666666664,54.23333333333334,211.0,0.16666666666666666,37.0,206.66666666666666,5.416666666666667,2.6666666666666665,3.1666666666666665,3.1666666666666665,100.0,1.8333333333333333,2.3333333333333335,79.16666666666667,8.666666666666666,0.5,1.3333333333333333,1.8333333333333333
Syracuse,Wake Forest,2015-09-12,2015-16,1,0,30,17,47,W,13,Regular,2,13.909090909090908,25.636363636363637,54.627272727272725,159.36363636363637,1.7272727272727273,36.54545454545455,162.27272727272728,4.463636363636363,1.1818181818181819,3.090909090909091,3.090909090909091,100.0,1.4545454545454546,2.0,77.27272727272727,7.454545454545454,0.7272727272727273,0.8181818181818182,1.5454545454545454,26.0,26.0,0.0,20.9,36.4,57.05999999999999,251.7,1.2,35.7,119.6,3.3599999999999994,1.1,2.3,2.3,100.0,1.0,1.6,61.67,5.3,0.4,1.6,2.0
Tennessee,Oklahoma,2015-09-12,2015-16,1,0,24,31,55,L,-7,Regular,2,17.083333333333332,29.0,59.34166666666666,198.08333333333334,1.25,46.083333333333336,209.08333333333334,4.491666666666666,2.1666666666666665,4.0,4.0,100.0,1.6666666666666667,2.3333333333333335,76.11666666666667,9.0,0.5,0.4166666666666667,0.9166666666666666,24.0,12.0,12.0,22.46153846153846,33.76923076923077,66.65384615384616,308.15384615384613,2.923076923076923,44.15384615384615,222.07692307692307,4.8538461538461535,2.4615384615384617,5.461538461538462,5.615384615384615,97.75384615384615,1.4615384615384615,1.8461538461538463,80.13076923076923,9.846153846153847,0.6923076923076923,0.6923076923076923,1.3846153846153846
Virginia,Notre Dame,2015-09-12,2015-16,1,0,27,34,61,L,-7,Regular,2,20.636363636363637,34.45454545454545,60.04545454545455,227.27272727272728,1.6363636363636365,35.0,144.9090909090909,4.054545454545454,0.9090909090909091,2.5454545454545454,2.6363636363636362,95.45454545454545,1.5454545454545454,2.0,65.15454545454546,7.181818181818182,0.45454545454545453,1.5454545454545454,2.0,26.0,8.933333333333334,17.066666666666666,18.666666666666668,30.333333333333332,62.26666666666668,275.44444444444446,1.7777777777777777,36.22222222222222,198.22222222222223,5.544444444444444,1.8888888888888888,3.111111111111111,3.2222222222222223,97.22222222222223,1.6666666666666667,1.8888888888888888,90.74444444444445,8.11111111111111,0.8888888888888888,0.8888888888888888,1.7777777777777777
Southern California,Idaho,2015-09-12,2015-16,1,0,59,9,68,W,50,Regular,2,22.444444444444443,32.666666666666664,69.05555555555556,273.1111111111111,2.0,39.77777777777778,183.66666666666666,4.777777777777778,2.111111111111111,4.222222222222222,4.333333333333333,94.44444444444444,1.2222222222222223,1.5555555555555556,77.77777777777777,7.888888888888889,0.2222222222222222,0.3333333333333333,0.5555555555555556,16.333333333333332,26.0,-9.666666666666668,24.818181818181817,39.18181818181818,63.290909090909096,291.72727272727275,1.5454545454545454,39.0,144.9090909090909,3.5727272727272723,1.7272727272727273,3.090909090909091,3.1818181818181817,90.9090909090909,2.090909090909091,2.4545454545454546,88.7909090909091,9.363636363636363,0.7272727272727273,1.0909090909090908,1.8181818181818181
Arkansas State,Missouri,2015-09-12,2015-16,1,0,20,27,47,L,-7,Regular,2,15.125,28.5,54.599999999999994,209.875,1.75,44.375,191.25,4.012499999999999,2.0,4.5,4.625,98.4375,1.375,1.75,68.75,8.625,0.75,1.125,1.875,26.0,21.75,4.25,17.2,31.4,55.279999999999994,160.6,1.2,37.6,142.8,3.7399999999999998,0.6,1.8,1.8,100.0,1.4,1.6,80.0,6.0,0.2,1.2,1.4
Alabama,Middle Tennessee State,2015-09-12,2015-16,1,0,37,10,47,W,27,Regular,2,19.666666666666668,30.0,67.225,221.08333333333334,1.4166666666666667,42.666666666666664,197.83333333333334,4.716666666666667,2.1666666666666665,4.166666666666667,4.166666666666667,100.0,1.6666666666666667,2.25,70.83333333333333,9.166666666666666,0.5,0.8333333333333334,1.3333333333333333,5.733333333333333,26.0,-20.266666666666666,26.555555555555557,41.0,65.21111111111112,319.44444444444446,2.5555555555555554,36.111111111111114,129.55555555555554,3.288888888888889,0.8888888888888888,3.3333333333333335,3.3333333333333335,100.0,1.3333333333333333,1.7777777777777777,81.48888888888888,7.333333333333333,1.5555555555555556,0.7777777777777778,2.3333333333333335
Air Force,San Jose State,2015-09-12,2015-16,1,0,37,16,53,W,21,Regular,2,5.777777777777778,11.222222222222221,50.72222222222222,115.33333333333333,0.8888888888888888,61.666666666666664,352.55555555555554,5.688888888888889,3.6666666666666665,4.555555555555555,4.777777777777778,94.07777777777778,1.3333333333333333,1.6666666666666667,72.22222222222223,8.555555555555555,0.4444444444444444,0.6666666666666666,1.1111111111111112,26.0,26.0,0.0,19.9,29.2,68.33000000000001,219.5,1.6,41.7,189.7,4.58,1.6,3.0,3.3,91.67,1.1,1.9,55.0,6.3,0.3,0.8,1.1
Penn State,Buffalo,2015-09-12,2015-16,1,0,27,14,41,W,13,Regular,2,16.636363636363637,31.272727272727273,52.618181818181824,219.0909090909091,1.7272727272727273,32.09090909090909,116.9090909090909,3.5999999999999996,0.8181818181818182,2.1818181818181817,2.5454545454545454,91.81818181818181,1.6363636363636365,1.9090909090909092,90.15454545454546,7.090909090909091,1.0,0.36363636363636365,1.3636363636363635,26.0,26.0,0.0,23.555555555555557,37.44444444444444,63.300000000000004,265.8888888888889,1.3333333333333333,37.0,145.55555555555554,3.8777777777777778,1.5555555555555556,2.888888888888889,3.3333333333333335,86.3777777777778,1.4444444444444444,2.111111111111111,66.66666666666667,7.222222222222222,0.1111111111111111,1.2222222222222223,1.3333333333333333
