School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking,OppSeasonRanking,RankDiff,OppPassCmp,OppPassAtt,OppPassPct,OppPassYds,OppPassTD,OppRushAtt,OppRushYds,OppRushAvg,OppRushTD,OppXPM,OppXPA,OppXPPercent,OppFGM,OppFGA,OppFGPercent,OppKickPts,OppFum,OppInt,OppTotalTO
Mississippi State,Troy,2015-10-10,2015-16,1,0,45,17,62,W,28,Regular,6,10,15,66.7,211,3,33,125,3.8,1,6,6,100.0,1,1,100.0,9,0,0,0,22.8,26.0,-3.1999999999999993,20.0,36.0,55.6,142.0,0.0,46.0,112.0,2.4,2.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,1.0,1.0,2.0
Nebraska,Wisconsin,2015-10-10,2015-16,1,0,21,23,44,L,-2,Regular,6,11,28,39.3,129,1,37,196,5.3,2,3,3,100.0,0,1,0.0,3,1,0,1,26.0,20.857142857142858,5.142857142857142,24.0,50.0,48.0,322.0,1.0,34.0,147.0,4.3,1.0,2.0,2.0,100.0,3.0,5.0,60.0,11.0,0.0,0.0,0.0
Northern Illinois,Ball State,2015-10-10,2015-16,1,0,59,41,100,W,18,Regular,6,29,32,90.6,363,2,59,273,4.6,6,8,8,100.0,1,1,100.0,11,1,0,1,26.0,26.0,0.0,31.0,53.0,58.5,393.0,4.0,35.0,110.0,3.1,1.0,5.0,5.0,100.0,2.0,2.0,100.0,11.0,0.0,1.0,1.0
Notre Dame,Navy,2015-10-10,2015-16,1,0,41,24,65,W,17,Regular,6,22,31,71.0,281,1,40,178,4.5,4,5,5,100.0,2,2,100.0,11,0,1,1,8.933333333333334,20.2,-11.266666666666666,3.0,6.0,50.0,22.0,0.0,49.0,318.0,6.5,3.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,2.0,1.0,3.0
Oregon,Washington State,2015-10-10,2015-16,1,0,38,45,83,L,-7,Regular,6,13,24,54.2,123,2,50,410,8.2,3,5,5,100.0,1,1,100.0,8,1,1,2,14.555555555555555,21.5,-6.944444444444445,50.0,75.0,66.7,505.0,5.0,30.0,136.0,4.5,1.0,6.0,6.0,100.0,1.0,2.0,50.0,9.0,2.0,0.0,2.0
Pittsburgh,Virginia,2015-10-10,2015-16,1,0,26,19,45,W,7,Regular,5,17,24,70.8,222,2,35,141,4.0,1,3,3,100.0,1,1,100.0,6,2,0,2,24.0,26.0,-2.0,17.0,34.0,50.0,209.0,1.0,31.0,139.0,4.5,0.0,1.0,2.0,50.0,2.0,2.0,100.0,7.0,0.0,1.0,1.0
Rutgers,Michigan State,2015-10-10,2015-16,1,0,24,31,55,L,-7,Regular,5,15,26,57.7,208,3,32,141,4.4,0,3,3,100.0,1,1,100.0,6,0,0,0,26.0,5.333333333333333,20.666666666666668,24.0,39.0,61.5,367.0,2.0,36.0,123.0,3.4,2.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,0.0,1.0,1.0
Appalachian State,Georgia Southern,2015-10-22,2015-16,1,0,31,13,44,W,18,Regular,7,14,20,70.0,202,2,48,231,4.8,2,4,4,100.0,1,2,50.0,7,0,0,0,26.0,26.0,0.0,5.0,13.0,38.5,64.0,0.0,38.0,188.0,4.9,2.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
East Carolina,Temple,2015-10-22,2015-16,1,0,14,24,38,L,-10,Regular,8,33,53,62.3,283,1,35,95,2.7,1,2,2,100.0,0,1,0.0,2,1,1,2,26.0,22.857142857142858,3.1428571428571423,19.0,36.0,52.8,250.0,1.0,25.0,72.0,2.9,2.0,3.0,3.0,100.0,1.0,3.0,33.3,6.0,0.0,0.0,0.0
UCLA,California,2015-10-22,2015-16,1,0,40,24,64,W,16,Regular,7,34,48,70.8,399,3,42,174,4.1,1,4,4,100.0,4,4,100.0,16,1,0,1,16.90909090909091,22.0,-5.09090909090909,32.0,53.0,60.4,295.0,3.0,35.0,131.0,3.7,0.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,0.0,0.0,0.0
Ball State,Georgia State,2015-10-17,2015-16,1,0,19,31,50,L,-12,Regular,7,28,48,58.3,218,2,40,154,3.9,0,1,1,100.0,2,2,100.0,7,0,1,1,26.0,26.0,0.0,28.0,39.0,71.8,412.0,1.0,32.0,33.0,1.0,3.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,0.0,1.0
Baylor,West Virginia,2015-10-17,2015-16,1,0,62,38,100,W,24,Regular,6,21,34,61.8,389,6,50,304,6.1,2,8,8,100.0,2,2,100.0,14,0,0,0,5.466666666666667,21.0,-15.533333333333333,18.0,39.0,46.2,289.0,4.0,44.0,182.0,4.1,0.0,5.0,5.0,100.0,1.0,2.0,50.0,8.0,0.0,1.0,1.0
Bowling Green State,Akron,2015-10-17,2015-16,1,0,59,10,69,W,49,Regular,7,27,33,81.8,412,5,42,120,2.9,3,8,8,100.0,1,2,50.0,11,0,0,0,26.0,26.0,0.0,15.0,30.0,50.0,104.0,1.0,42.0,167.0,4.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,2.0,2.0,4.0
Clemson,Boston College,2015-10-17,2015-16,1,0,34,17,51,W,17,Regular,6,27,42,64.3,420,3,36,112,3.1,1,4,4,100.0,2,2,100.0,10,0,2,2,5.933333333333334,26.0,-20.066666666666666,7.0,23.0,30.4,87.0,1.0,38.0,159.0,4.2,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,0.0,0.0
Colorado,Arizona,2015-10-17,2015-16,1,0,31,38,69,L,-7,Regular,7,28,44,63.6,339,2,43,128,3.0,2,4,4,100.0,1,2,50.0,7,1,0,1,26.0,19.25,6.75,25.0,40.0,62.5,325.0,2.0,44.0,291.0,6.6,3.0,5.0,5.0,100.0,1.0,2.0,50.0,8.0,2.0,0.0,2.0
Colorado State,Air Force,2015-10-17,2015-16,1,0,38,23,61,W,15,Regular,7,23,30,76.7,296,3,37,160,4.3,2,5,5,100.0,1,1,100.0,8,0,1,1,26.0,26.0,0.0,10.0,16.0,62.5,137.0,0.0,56.0,269.0,4.8,3.0,2.0,3.0,66.7,1.0,1.0,100.0,5.0,1.0,1.0,2.0
