School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking,OppSeasonRanking,RankDiff,OppPassCmp,OppPassAtt,OppPassPct,OppPassYds,OppPassTD,OppRushAtt,OppRushYds,OppRushAvg,OppRushTD,OppXPM,OppXPA,OppXPPercent,OppFGM,OppFGA,OppFGPercent,OppKickPts,OppFum,OppInt,OppTotalTO
Texas A&M,Auburn,2015-11-07,2015-16,1,0,10,26,36,L,-16,Regular,9,18,35,51.4,137,1,38,166,4.4,0,1,1,100.0,1,1,100.0,4,0,3,3,16.0,13.5,2.5,13.0,17.0,76.5,132.0,1.0,52.0,311.0,6.0,1.0,2.0,2.0,100.0,4.0,4.0,100.0,14.0,0.0,0.0,0.0
Texas State,New Mexico State,2015-11-07,2015-16,1,0,21,31,52,L,-10,Regular,8,21,36,58.3,287,1,37,113,3.1,2,3,3,100.0,0,1,0.0,3,1,2,3,26.0,26.0,0.0,24.0,45.0,53.3,297.0,2.0,48.0,230.0,4.8,2.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,0.0,0.0,0.0
Tulsa,Central Florida,2015-11-07,2015-16,1,0,45,30,75,W,15,Regular,9,10,18,55.6,150,2,46,275,6.0,3,6,6,100.0,1,1,100.0,9,2,2,4,26.0,26.0,0.0,23.0,43.0,53.5,303.0,2.0,40.0,109.0,2.7,1.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,2.0,2.0,4.0
Southern California,Arizona,2015-11-07,2015-16,1,0,38,30,68,W,8,Regular,9,22,36,61.1,243,2,40,229,5.7,3,5,5,100.0,1,2,50.0,8,1,0,1,16.333333333333332,19.25,-2.916666666666668,31.0,47.0,66.0,352.0,3.0,32.0,60.0,1.9,0.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,0.0,1.0,1.0
Texas-San Antonio,Old Dominion,2015-11-07,2015-16,1,0,31,36,67,L,-5,Regular,9,26,38,68.4,283,2,38,141,3.7,2,4,4,100.0,1,1,100.0,7,1,0,1,26.0,26.0,0.0,29.0,48.0,60.4,378.0,2.0,37.0,170.0,4.6,2.0,3.0,3.0,100.0,3.0,4.0,75.0,12.0,0.0,1.0,1.0
Washington,Utah,2015-11-07,2015-16,1,0,23,34,57,L,-11,Regular,9,23,39,59.0,257,1,39,124,3.2,1,2,2,100.0,3,3,100.0,11,3,1,4,26.0,16.142857142857142,9.857142857142858,12.0,25.0,48.0,155.0,0.0,45.0,191.0,4.2,3.0,4.0,4.0,100.0,2.0,3.0,66.7,10.0,2.0,1.0,3.0
Washington State,Arizona State,2015-11-07,2015-16,1,0,38,24,62,W,14,Regular,9,36,55,65.5,497,5,17,15,0.9,0,5,5,100.0,1,1,100.0,8,0,1,1,21.5,16.0,5.5,28.0,45.0,62.2,256.0,0.0,42.0,202.0,4.8,3.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,1.0,1.0,2.0
West Virginia,Texas Tech,2015-11-07,2015-16,1,0,31,26,57,W,5,Regular,8,12,24,50.0,149,0,57,300,5.3,4,4,4,100.0,1,2,50.0,7,0,2,2,21.0,26.0,-5.0,22.0,36.0,61.1,199.0,3.0,42.0,179.0,4.3,0.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,1.0,1.0
San Jose State,Brigham Young,2015-11-06,2015-16,1,0,16,17,33,L,-1,Regular,9,18,26,69.2,147,0,38,122,3.2,1,1,1,100.0,1,2,50.0,4,1,0,1,26.0,22.0,4.0,23.0,37.0,62.2,293.0,1.0,25.0,36.0,1.4,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,1.0,1.0
Southern Methodist,Temple,2015-11-06,2015-16,1,0,40,60,100,L,-20,Regular,9,18,30,60.0,212,1,38,185,4.9,3,5,5,100.0,1,1,100.0,8,1,1,2,26.0,22.857142857142858,3.1428571428571423,18.0,25.0,72.0,268.0,4.0,37.0,268.0,7.2,3.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,0.0,0.0,0.0
Texas-El Paso,Rice,2015-11-06,2015-16,1,0,24,21,45,W,3,Regular,9,18,36,50.0,231,2,34,161,4.7,1,3,3,100.0,1,1,100.0,6,1,0,1,26.0,26.0,0.0,14.0,28.0,50.0,230.0,2.0,30.0,96.0,3.2,1.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
Fresno State,Nevada,2015-11-05,2015-16,1,0,16,30,46,L,-14,Regular,9,17,35,48.6,154,1,29,126,4.3,1,1,2,50.0,1,1,100.0,4,1,3,4,26.0,26.0,0.0,12.0,17.0,70.6,206.0,1.0,50.0,292.0,5.8,1.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,0.0,1.0,1.0
Kansas State,Baylor,2015-11-05,2015-16,1,0,24,31,55,L,-7,Regular,8,13,23,56.5,172,1,48,258,5.4,2,3,3,100.0,1,1,100.0,6,1,2,3,26.0,5.466666666666667,20.53333333333333,23.0,33.0,69.7,419.0,3.0,34.0,103.0,3.0,1.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,0.0,0.0,0.0
Missouri,Mississippi State,2015-11-05,2015-16,1,0,13,31,44,L,-18,Regular,9,11,26,42.3,107,0,45,215,4.8,1,1,1,100.0,2,2,100.0,7,0,2,2,21.75,22.8,-1.0500000000000007,27.0,41.0,65.9,303.0,4.0,36.0,127.0,3.5,0.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,2.0,0.0,2.0
Western Michigan,Ball State,2015-11-05,2015-16,1,0,54,7,61,W,47,Regular,9,20,27,74.1,353,3,56,358,6.4,4,6,7,85.7,2,2,100.0,12,1,0,1,26.0,26.0,0.0,12.0,27.0,44.4,78.0,1.0,25.0,74.0,3.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Toledo,Northern Illinois,2015-11-03,2015-16,1,0,27,32,59,L,-5,Regular,9,15,33,45.5,136,1,50,291,5.8,2,3,3,100.0,2,3,66.7,9,1,2,3,21.25,26.0,-4.75,16.0,25.0,64.0,277.0,2.0,54.0,124.0,2.3,1.0,2.0,2.0,100.0,4.0,4.0,100.0,14.0,1.0,1.0,2.0
Appalachian State,Troy,2015-10-31,2015-16,1,0,44,41,85,W,3,Regular,8,16,26,61.5,184,2,58,248,4.3,2,5,5,100.0,3,3,100.0,14,0,1,1,26.0,26.0,0.0,29.0,43.0,67.4,310.0,1.0,45.0,140.0,3.1,4.0,5.0,5.0,100.0,2.0,2.0,100.0,11.0,0.0,2.0,2.0
Nevada,San Jose State,2015-11-14,2015-16,1,0,37,34,71,W,3,Regular,10,16,26,61.5,174,3,49,235,4.8,2,4,4,100.0,1,2,50.0,7,0,0,0,26.0,26.0,0.0,15.0,23.0,65.2,186.0,3.0,45.0,247.0,5.5,0.0,4.0,4.0,100.0,2.0,4.0,50.0,10.0,0.0,0.0,0.0
North Carolina,Miami (FL),2015-11-14,2015-16,1,0,59,21,80,W,38,Regular,10,16,22,72.7,189,1,46,298,6.5,6,8,8,100.0,1,1,100.0,11,0,0,0,13.5,26.0,-12.5,24.0,43.0,55.8,326.0,1.0,32.0,99.0,3.1,2.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0
Old Dominion,Texas-El Paso,2015-11-14,2015-16,1,0,31,21,52,W,10,Regular,10,26,42,61.9,291,2,31,150,4.8,2,4,4,100.0,1,1,100.0,7,0,0,0,26.0,26.0,0.0,21.0,38.0,55.3,193.0,3.0,30.0,112.0,3.7,0.0,0.0,1.0,0.0,1.0,1.0,100.0,3.0,0.0,2.0,2.0
Rice,Southern Mississippi,2015-11-14,2015-16,1,0,10,65,75,L,-55,Regular,10,13,36,36.1,107,1,35,107,3.1,0,1,1,100.0,1,1,100.0,4,1,0,1,26.0,26.0,0.0,28.0,37.0,75.7,501.0,7.0,35.0,181.0,5.2,2.0,8.0,9.0,88.9,1.0,1.0,100.0,11.0,1.0,0.0,1.0
Rutgers,Nebraska,2015-11-14,2015-16,1,0,14,31,45,L,-17,Regular,10,14,28,50.0,170,1,39,89,2.3,1,2,2,100.0,0,1,0.0,2,0,2,2,26.0,26.0,0.0,14.0,21.0,66.7,188.0,3.0,38.0,174.0,4.6,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,3.0,3.0
South Florida,Temple,2015-11-14,2015-16,1,0,44,23,67,W,21,Regular,10,15,22,68.2,230,2,48,326,6.8,3,5,5,100.0,3,3,100.0,14,1,0,1,26.0,22.857142857142858,3.1428571428571423,20.0,48.0,41.7,259.0,1.0,31.0,121.0,3.9,1.0,2.0,2.0,100.0,3.0,5.0,60.0,11.0,0.0,1.0,1.0
Stanford,Oregon,2015-11-14,2015-16,1,0,36,38,74,L,-2,Regular,10,28,39,71.8,304,2,47,202,4.3,2,3,3,100.0,3,4,75.0,12,2,1,3,13.307692307692308,14.555555555555555,-1.247863247863247,10.0,12.0,83.3,205.0,2.0,36.0,231.0,6.4,3.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,1.0,0.0,1.0
Syracuse,Clemson,2015-11-14,2015-16,1,0,27,37,64,L,-10,Regular,10,8,21,38.1,80,0,34,242,7.1,3,3,3,100.0,2,3,66.7,9,1,0,1,26.0,5.933333333333334,20.066666666666666,34.0,47.0,72.3,360.0,2.0,37.0,210.0,5.7,2.0,4.0,4.0,100.0,3.0,3.0,100.0,13.0,2.0,1.0,3.0
Texas Christian,Kansas,2015-11-14,2015-16,1,0,23,17,40,W,6,Regular,10,19,34,55.9,208,1,58,279,4.8,0,2,2,100.0,3,3,100.0,11,0,1,1,5.866666666666666,26.0,-20.133333333333333,20.0,41.0,48.8,203.0,1.0,30.0,121.0,4.0,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,1.0,1.0
Texas State,Georgia State,2015-11-14,2015-16,1,0,19,41,60,L,-22,Regular,9,29,52,55.8,267,1,32,186,5.8,1,1,1,100.0,2,3,66.7,7,0,2,2,26.0,26.0,0.0,23.0,35.0,65.7,471.0,4.0,37.0,172.0,4.6,1.0,5.0,5.0,100.0,2.0,2.0,100.0,11.0,0.0,2.0,2.0
Texas Tech,Kansas State,2015-11-14,2015-16,1,0,59,44,103,W,15,Regular,11,33,43,76.7,384,3,40,274,6.9,5,8,8,100.0,1,2,50.0,11,1,0,1,26.0,26.0,0.0,19.0,42.0,45.2,289.0,2.0,34.0,123.0,3.6,3.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,1.0,1.0,2.0
Troy,Georgia Southern,2015-11-14,2015-16,1,0,10,45,55,L,-35,Regular,10,15,29,51.7,170,0,18,68,3.8,0,1,1,100.0,1,1,100.0,4,2,1,3,26.0,26.0,0.0,4.0,7.0,57.1,85.0,1.0,66.0,325.0,4.9,4.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,1.0,0.0,1.0
UCLA,Washington State,2015-11-14,2015-16,1,0,27,31,58,L,-4,Regular,10,33,57,57.9,340,0,32,214,6.7,2,1,1,100.0,4,4,100.0,13,2,0,2,16.90909090909091,21.5,-4.59090909090909,40.0,58.0,69.0,388.0,3.0,22.0,38.0,1.7,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,1.0,1.0
West Virginia,Texas,2015-11-14,2015-16,1,0,38,20,58,W,18,Regular,9,10,12,83.3,122,2,51,257,5.0,2,5,5,100.0,1,1,100.0,8,0,1,1,21.0,26.0,-5.0,11.0,19.0,57.9,162.0,1.0,54.0,277.0,5.1,1.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,3.0,2.0,5.0
Colorado,Southern California,2015-11-13,2015-16,1,0,24,27,51,L,-3,Regular,11,24,31,77.4,222,2,36,59,1.6,1,3,3,100.0,1,2,50.0,6,1,0,1,26.0,16.333333333333332,9.666666666666668,17.0,27.0,63.0,204.0,3.0,37.0,129.0,3.5,0.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,0.0,1.0,1.0
Buffalo,Northern Illinois,2015-11-11,2015-16,1,0,30,41,71,L,-11,Regular,10,31,47,66.0,354,2,23,78,3.4,1,3,4,75.0,1,3,33.3,6,0,3,3,26.0,26.0,0.0,15.0,24.0,62.5,190.0,2.0,67.0,334.0,5.0,3.0,5.0,5.0,100.0,2.0,2.0,100.0,11.0,1.0,1.0,2.0
Central Michigan,Toledo,2015-11-10,2015-16,1,0,23,28,51,L,-5,Regular,10,33,53,62.3,354,2,20,59,3.0,0,2,2,100.0,1,2,50.0,5,0,1,1,26.0,21.25,4.75,23.0,39.0,59.0,322.0,2.0,34.0,169.0,5.0,2.0,4.0,4.0,100.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
Alabama,Louisiana State,2015-11-07,2015-16,1,0,30,16,46,W,14,Regular,9,18,24,75.0,184,0,55,250,4.5,3,3,3,100.0,3,3,100.0,12,1,0,1,5.733333333333333,10.642857142857142,-4.909523809523809,6.0,19.0,31.6,128.0,1.0,26.0,54.0,2.1,1.0,1.0,2.0,50.0,1.0,1.0,100.0,4.0,0.0,1.0,1.0
Clemson,Florida State,2015-11-07,2015-16,1,0,23,13,36,W,10,Regular,9,28,43,65.1,297,1,42,215,5.1,1,2,2,100.0,3,3,100.0,11,0,0,0,5.933333333333334,10.6,-4.666666666666666,16.0,29.0,55.2,164.0,0.0,30.0,197.0,6.6,1.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,1.0,2.0
East Carolina,South Florida,2015-11-07,2015-16,1,0,17,22,39,L,-5,Regular,10,14,23,60.9,158,0,34,62,1.8,2,2,2,100.0,1,1,100.0,5,0,0,0,26.0,26.0,0.0,12.0,23.0,52.2,200.0,2.0,60.0,242.0,4.0,0.0,2.0,2.0,100.0,2.0,3.0,66.7,8.0,1.0,0.0,1.0
Florida International,Charlotte,2015-11-07,2015-16,1,0,48,31,79,W,17,Regular,10,27,42,64.3,284,3,32,155,4.8,2,6,7,85.7,0,1,0.0,6,0,1,1,26.0,26.0,0.0,25.0,38.0,65.8,264.0,3.0,48.0,131.0,2.7,1.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,0.0,1.0,1.0
Oklahoma,Texas Christian,2015-11-21,2015-16,1,0,30,29,59,W,1,Regular,11,14,37,37.8,203,2,59,333,5.6,1,3,3,100.0,3,4,75.0,12,0,1,1,12.0,5.866666666666666,6.133333333333334,13.0,29.0,44.8,229.0,3.0,36.0,161.0,4.5,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,1.0,3.0,4.0
Mississippi,Louisiana State,2015-11-21,2015-16,1,0,38,17,55,W,21,Regular,11,19,34,55.9,280,2,31,152,4.9,3,5,5,100.0,1,1,100.0,8,1,0,1,14.785714285714286,10.642857142857142,4.142857142857144,26.0,51.0,51.0,324.0,1.0,38.0,184.0,4.8,0.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,1.0,2.0,3.0
Oregon State,Washington,2015-11-21,2015-16,1,0,7,52,59,L,-45,Regular,11,8,23,34.8,109,1,23,148,6.4,0,1,1,100.0,0,1,0.0,1,1,1,2,26.0,26.0,0.0,18.0,21.0,85.7,211.0,4.0,59.0,271.0,4.6,2.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,0.0,0.0,0.0
Pittsburgh,Louisville,2015-11-21,2015-16,1,0,45,34,79,W,11,Regular,11,22,34,64.7,232,4,45,244,5.4,1,6,6,100.0,1,1,100.0,9,0,0,0,24.0,26.0,-2.0,20.0,38.0,52.6,355.0,3.0,24.0,-1.0,0.0,1.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,0.0,1.0,1.0
Southern Mississippi,Old Dominion,2015-11-21,2015-16,1,0,56,31,87,W,25,Regular,11,21,37,56.8,302,2,48,310,6.5,6,8,8,100.0,0,1,0.0,8,1,1,2,26.0,26.0,0.0,23.0,45.0,51.1,224.0,3.0,23.0,114.0,5.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,1.0,2.0
Texas-El Paso,Louisiana Tech,2015-11-21,2015-16,1,0,15,17,32,L,-2,Regular,11,17,38,44.7,166,1,42,226,5.4,0,1,1,100.0,2,3,66.7,7,0,1,1,26.0,26.0,0.0,13.0,22.0,59.1,188.0,2.0,28.0,119.0,4.3,0.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,1.0,0.0,1.0
Virginia Tech,North Carolina,2015-11-21,2015-16,1,0,27,30,57,L,-3,Regular,11,20,35,57.1,273,2,47,130,2.8,1,3,3,100.0,2,3,66.7,9,1,2,3,26.0,13.5,12.5,13.0,26.0,50.0,205.0,1.0,47.0,240.0,5.1,3.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,3.0,0.0,3.0
Boise State,Air Force,2015-11-20,2015-16,1,0,30,37,67,L,-7,Regular,11,23,48,47.9,237,1,32,141,4.4,2,3,3,100.0,3,4,75.0,12,0,0,0,22.5,26.0,-3.5,9.0,16.0,56.3,279.0,2.0,54.0,328.0,6.1,2.0,4.0,4.0,100.0,3.0,3.0,100.0,13.0,1.0,3.0,4.0
South Florida,Cincinnati,2015-11-20,2015-16,1,0,65,27,92,W,38,Regular,11,13,20,65.0,200,5,53,361,6.8,3,8,9,88.9,1,1,100.0,11,1,2,3,26.0,26.0,0.0,28.0,51.0,54.9,333.0,1.0,35.0,97.0,2.8,2.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,2.0,4.0,6.0
Kent State,Central Michigan,2015-11-18,2015-16,1,0,14,27,41,L,-13,Regular,11,9,26,34.6,98,1,32,180,5.6,1,2,2,100.0,0,1,0.0,2,2,0,2,26.0,26.0,0.0,20.0,34.0,58.8,337.0,1.0,44.0,105.0,2.4,2.0,3.0,3.0,100.0,2.0,3.0,66.7,9.0,0.0,0.0,0.0
Northern Illinois,Western Michigan,2015-11-18,2015-16,1,0,27,19,46,W,8,Regular,11,11,23,47.8,158,2,43,289,6.7,2,3,3,100.0,0,1,0.0,3,0,1,1,26.0,26.0,0.0,22.0,39.0,56.4,353.0,2.0,44.0,139.0,3.2,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,1.0,2.0
Ohio,Ball State,2015-11-17,2015-16,1,0,48,31,79,W,17,Regular,11,15,22,68.2,275,3,56,332,5.9,3,6,6,100.0,2,2,100.0,12,0,0,0,2.2666666666666666,26.0,-23.733333333333334,16.0,34.0,47.1,247.0,2.0,30.0,174.0,5.8,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,0.0,1.0
Arizona,Utah,2015-11-14,2015-16,1,0,37,30,67,W,7,Regular,11,18,32,56.3,302,3,34,158,4.6,1,4,4,100.0,3,3,100.0,13,0,2,2,19.25,16.142857142857142,3.1071428571428577,20.0,31.0,64.5,219.0,2.0,55.0,223.0,4.1,1.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,1.0,1.0,2.0
Arizona State,Washington,2015-11-14,2015-16,1,0,27,17,44,W,10,Regular,10,22,34,64.7,253,1,43,144,3.3,2,3,3,100.0,2,2,100.0,9,0,0,0,16.0,26.0,-10.0,28.0,52.0,53.8,405.0,1.0,34.0,142.0,4.2,1.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,1.0,3.0,4.0
Army,Tulane,2015-11-14,2015-16,1,0,31,34,65,L,-3,Regular,10,7,13,53.8,146,2,55,216,3.9,1,4,4,100.0,1,1,100.0,7,1,0,1,26.0,26.0,0.0,14.0,29.0,48.3,252.0,2.0,28.0,115.0,4.1,1.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,0.0,1.0,1.0
Auburn,Georgia,2015-11-14,2015-16,1,0,13,20,33,L,-7,Regular,10,15,27,55.6,62,0,37,213,5.8,1,1,1,100.0,2,2,100.0,7,2,1,3,13.5,12.75,0.75,12.0,17.0,70.6,97.0,0.0,45.0,146.0,3.2,1.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,0.0,0.0
Boise State,New Mexico,2015-11-14,2015-16,1,0,24,31,55,L,-7,Regular,10,40,74,54.1,503,2,40,135,3.4,1,3,3,100.0,1,2,50.0,6,1,3,4,22.5,26.0,-3.5,9.0,13.0,69.2,218.0,0.0,39.0,195.0,5.0,4.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,1.0,2.0
California,Oregon State,2015-11-14,2015-16,1,0,54,24,78,W,30,Regular,10,26,37,70.3,453,6,46,307,6.7,1,6,7,85.7,2,2,100.0,12,0,1,1,22.0,26.0,-4.0,15.0,36.0,41.7,194.0,2.0,34.0,204.0,6.0,1.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,0.0,0.0,0.0
Charlotte,Texas-San Antonio,2015-11-14,2015-16,1,0,27,30,57,L,-3,Regular,10,15,29,51.7,243,3,54,134,2.5,0,3,3,100.0,2,4,50.0,9,0,2,2,26.0,26.0,0.0,18.0,33.0,54.5,133.0,2.0,47.0,218.0,4.6,2.0,3.0,4.0,75.0,1.0,3.0,33.3,6.0,0.0,3.0,3.0
Cincinnati,Tulsa,2015-11-14,2015-16,1,0,49,38,87,W,11,Regular,10,29,42,69.0,386,2,41,266,6.5,5,7,7,100.0,0,1,0.0,7,2,1,3,26.0,26.0,0.0,30.0,50.0,60.0,375.0,2.0,39.0,213.0,5.5,3.0,5.0,5.0,100.0,1.0,2.0,50.0,8.0,1.0,0.0,1.0
Duke,Pittsburgh,2015-11-14,2015-16,1,0,13,31,44,L,-18,Regular,10,23,43,53.5,248,0,22,113,5.1,1,1,1,100.0,2,2,100.0,7,2,1,3,21.0,24.0,-3.0,13.0,23.0,56.5,180.0,3.0,58.0,268.0,4.6,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,0.0,1.0
Eastern Michigan,Massachusetts,2015-11-14,2015-16,1,0,17,28,45,L,-11,Regular,11,27,43,62.8,256,2,26,59,2.3,0,2,2,100.0,1,3,33.3,5,1,0,1,26.0,26.0,0.0,10.0,20.0,50.0,109.0,1.0,57.0,330.0,5.8,3.0,4.0,4.0,100.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0
Florida Atlantic,Middle Tennessee State,2015-11-14,2015-16,1,0,17,24,41,L,-7,Regular,10,13,27,48.1,222,2,34,75,2.2,0,2,2,100.0,1,1,100.0,5,0,1,1,26.0,26.0,0.0,18.0,32.0,56.3,301.0,2.0,45.0,178.0,4.0,1.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,1.0,1.0,2.0
Florida State,North Carolina State,2015-11-14,2015-16,1,0,34,17,51,W,17,Regular,10,23,37,62.2,283,2,38,196,5.2,2,4,4,100.0,2,2,100.0,10,2,3,5,10.6,26.0,-15.4,28.0,49.0,57.1,218.0,1.0,31.0,79.0,2.5,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,1.0,0.0,1.0
Idaho,Appalachian State,2015-11-14,2015-16,1,0,20,47,67,L,-27,Regular,10,20,32,62.5,243,2,28,56,2.0,0,2,2,100.0,2,2,100.0,8,0,0,0,26.0,26.0,0.0,10.0,17.0,58.8,110.0,4.0,56.0,401.0,7.2,2.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,0.0,0.0,0.0
Indiana,Michigan,2015-11-14,2015-16,1,0,41,48,89,L,-7,Regular,10,20,34,58.8,220,1,55,307,5.6,2,3,3,100.0,4,4,100.0,15,0,0,0,26.0,15.5,10.5,33.0,46.0,71.7,440.0,6.0,28.0,141.0,5.0,0.0,6.0,6.0,100.0,2.0,3.0,66.7,12.0,0.0,1.0,1.0
Iowa State,Oklahoma State,2015-11-14,2015-16,1,0,31,35,66,L,-4,Regular,10,11,22,50.0,162,1,38,249,6.6,3,4,4,100.0,1,1,100.0,7,0,1,1,26.0,14.153846153846153,11.846153846153847,26.0,38.0,68.4,343.0,2.0,48.0,154.0,3.2,3.0,5.0,5.0,100.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Louisville,Virginia,2015-11-14,2015-16,1,0,38,31,69,W,7,Regular,10,11,22,50.0,159,2,37,266,7.2,3,5,5,100.0,1,1,100.0,8,2,0,2,26.0,26.0,0.0,25.0,41.0,61.0,260.0,4.0,31.0,94.0,3.0,0.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,1.0,0.0,1.0
Buffalo,Massachusetts,2015-11-27,2015-16,1,0,26,31,57,L,-5,Regular,12,19,40,47.5,287,1,43,160,3.7,2,2,2,100.0,2,2,100.0,8,0,2,2,26.0,26.0,0.0,9.0,22.0,40.9,163.0,0.0,49.0,295.0,6.0,4.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,2.0,3.0
Georgia State,Troy,2015-11-27,2015-16,1,0,31,21,52,W,10,Regular,11,29,41,70.7,368,2,43,151,3.5,2,4,4,100.0,1,2,50.0,7,2,0,2,26.0,26.0,0.0,21.0,46.0,45.7,293.0,2.0,25.0,81.0,3.2,1.0,3.0,3.0,100.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0
Houston,Navy,2015-11-27,2015-16,1,0,52,31,83,W,21,Regular,12,27,36,75.0,337,4,44,218,5.0,3,7,7,100.0,1,1,100.0,10,0,0,0,18.375,20.2,-1.8249999999999993,13.0,18.0,72.2,312.0,1.0,38.0,147.0,3.9,3.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,1.0,1.0
Pittsburgh,Miami (FL),2015-11-27,2015-16,1,0,24,29,53,L,-5,Regular,12,13,27,48.1,142,1,31,189,6.1,2,1,1,100.0,1,3,33.3,4,1,1,2,24.0,26.0,-2.0,21.0,35.0,60.0,261.0,1.0,40.0,116.0,2.9,1.0,2.0,2.0,100.0,5.0,5.0,100.0,17.0,0.0,0.0,0.0
San Jose State,Boise State,2015-11-27,2015-16,1,0,23,40,63,L,-17,Regular,12,28,41,68.3,336,3,33,138,4.2,0,2,2,100.0,1,2,50.0,5,0,2,2,26.0,22.5,3.5,25.0,34.0,73.5,197.0,2.0,35.0,300.0,8.6,3.0,4.0,5.0,80.0,2.0,2.0,100.0,10.0,0.0,0.0,0.0
Toledo,Western Michigan,2015-11-27,2015-16,1,0,30,35,65,L,-5,Regular,12,16,33,48.5,280,2,39,201,5.2,2,3,3,100.0,1,1,100.0,6,1,0,1,21.25,26.0,-4.75,13.0,21.0,61.9,268.0,2.0,40.0,148.0,3.7,2.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,1.0,0.0,1.0
Tulane,Tulsa,2015-11-27,2015-16,1,0,34,45,79,L,-11,Regular,12,23,41,56.1,343,4,41,187,4.6,0,4,4,100.0,2,2,100.0,10,0,2,2,26.0,26.0,0.0,19.0,33.0,57.6,367.0,3.0,31.0,41.0,1.3,1.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,0.0,1.0,1.0
Washington,Washington State,2015-11-27,2015-16,1,0,45,10,55,W,35,Regular,12,14,20,70.0,203,0,55,240,4.4,3,6,6,100.0,1,3,33.3,9,0,1,1,26.0,21.5,4.5,36.0,58.0,62.1,288.0,1.0,12.0,31.0,2.6,0.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,5.0,2.0,7.0
Western Kentucky,Marshall,2015-11-27,2015-16,1,0,49,28,77,W,21,Regular,12,27,40,67.5,370,5,43,176,4.1,1,5,5,100.0,2,2,100.0,11,2,0,2,26.0,26.0,0.0,20.0,41.0,48.8,242.0,2.0,25.0,31.0,1.2,1.0,4.0,4.0,100.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0
